recipe_id,recipe_name,cuisine,carbon_tier,total_co2e_kg,calories,protein_g,fat_g,sugar_g,fiber_g,carbohydrates_g,sodium_mg,avg_rating,total_reviews,is_vegetarian,is_vegan,servings,estimated_cost_usd
RCP02708,Haleem,Pakistani,medium,5.66606,299.0,29.0,21.0,3.0,7.0,73.0,367.0,4.7,4494.0,False,False,2.0,17.23
RCP02709,Aloo Gosht,Pakistani,high,8.28372,403.0,49.0,25.0,4.0,3.0,50.0,1386.0,4.2,963.0,False,False,4.0,7.06
RCP02710,Chapli Kabab,Pakistani,high,10.01248,289.0,49.0,20.0,16.0,11.0,70.0,1349.0,4.4,1910.0,False,False,5.0,18.97
RCP02711,Paya,Pakistani,medium,5.72777,703.0,45.0,38.0,11.0,14.0,52.0,704.0,4.6,2952.0,False,True,7.0,3.52
RCP02712,Biryani,Pakistani,medium,6.298748,682.0,15.0,12.0,8.0,2.0,43.0,900.0,4.1,693.0,True,False,2.0,9.44
RCP02713,Chapli Kabab,Pakistani,medium,4.361529999999999,710.0,24.0,36.0,2.0,12.0,78.0,389.0,4.6,1778.0,False,False,7.0,15.16
RCP02714,Biryani,Pakistani,low,0.6406999999999998,608.0,29.0,22.0,11.0,11.0,73.0,1460.0,3.5,4498.0,False,True,3.0,2.62
RCP02715,Pakistani Street Food Special 215,Pakistani,high,59.7237,798.0,29.0,17.0,14.0,2.0,32.0,638.0,4.4,4891.0,False,False,6.0,17.78
RCP02716,Sindhi Biryani,Pakistani,high,22.201079999999997,691.0,45.0,23.0,3.0,10.0,42.0,1469.0,3.9,2504.0,False,False,6.0,22.18
RCP02717,Pakistani Street Food Special 217,Pakistani,high,25.341340500000005,753.0,27.0,30.0,10.0,11.0,70.0,1040.0,3.8,4502.0,False,False,6.0,10.03
RCP02718,Biryani,Pakistani,medium,2.3989679999999995,738.0,10.0,10.0,10.0,11.0,38.0,745.0,3.9,2931.0,True,False,6.0,15.63
RCP02719,Pakistani Street Food Special 219,Pakistani,high,11.327675,430.0,6.0,10.0,15.0,3.0,48.0,519.0,4.0,1553.0,True,False,2.0,20.64
RCP02720,Sajji,Pakistani,high,36.133912499999994,470.0,20.0,17.0,3.0,7.0,43.0,1105.0,3.5,3273.0,False,False,7.0,7.62
RCP02721,Biryani,Pakistani,high,12.167989999999998,357.0,38.0,19.0,17.0,8.0,33.0,1367.0,3.7,4468.0,False,False,6.0,10.06
RCP02722,Pakistani Street Food Special 222,Pakistani,high,13.693755,799.0,44.0,30.0,4.0,13.0,69.0,245.0,4.5,1463.0,False,False,5.0,7.59
RCP02723,Pakistani Street Food Special 223,Pakistani,high,17.134303,228.0,42.0,38.0,17.0,5.0,44.0,782.0,3.6,1315.0,False,False,4.0,5.03
RCP02724,Chicken Tikka,Pakistani,high,10.581806999999996,252.0,16.0,12.0,9.0,5.0,53.0,889.0,4.9,3583.0,True,False,3.0,2.28
RCP02725,Pakistani Street Food Special 225,Pakistani,medium,6.875139,703.0,24.0,39.0,15.0,7.0,72.0,1346.0,4.8,4196.0,False,False,5.0,20.81
RCP02726,Lahori Chargha,Pakistani,medium,6.3213475,704.0,48.0,29.0,14.0,3.0,32.0,1457.0,4.0,4643.0,False,False,3.0,5.54
RCP02727,Pakistani Street Food Special 227,Pakistani,low,1.706454,761.0,12.0,22.0,6.0,5.0,34.0,874.0,5.0,4827.0,True,False,4.0,24.2
RCP02728,Nihari,Pakistani,medium,2.9752899999999998,539.0,49.0,27.0,3.0,2.0,60.0,367.0,3.6,4805.0,False,False,4.0,8.82
RCP02729,Sindhi Biryani,Pakistani,high,33.033030000000004,424.0,24.0,39.0,18.0,5.0,78.0,755.0,4.4,1950.0,False,False,4.0,12.79
RCP02730,Pakistani Street Food Special 230,Pakistani,high,39.225989999999996,195.0,31.0,27.0,4.0,13.0,45.0,636.0,4.2,3462.0,False,False,4.0,23.36
RCP02731,Biryani,Pakistani,medium,6.268271,210.0,13.0,20.0,18.0,6.0,70.0,278.0,4.8,4146.0,True,False,2.0,3.36
RCP02732,Haleem,Pakistani,high,12.247353,204.0,31.0,25.0,17.0,6.0,63.0,678.0,3.5,774.0,False,False,3.0,22.01
RCP02733,Pakistani Street Food Special 233,Pakistani,high,12.657734999999999,363.0,13.0,24.0,6.0,12.0,51.0,742.0,4.1,3102.0,True,False,4.0,21.75
RCP02734,Haleem,Pakistani,medium,3.9018449999999993,527.0,7.0,21.0,16.0,4.0,65.0,1112.0,3.7,2999.0,True,False,4.0,19.47
RCP02735,Chicken Tikka,Pakistani,high,10.47957,510.0,15.0,11.0,2.0,4.0,74.0,548.0,4.9,1868.0,True,False,3.0,18.01
RCP02736,Haleem,Pakistani,high,17.879649999999998,690.0,33.0,29.0,9.0,8.0,40.0,1056.0,3.7,4412.0,False,False,6.0,16.87
RCP02737,Pakistani Street Food Special 237,Pakistani,medium,3.3457349999999995,268.0,48.0,22.0,4.0,8.0,50.0,973.0,4.1,1753.0,False,False,7.0,2.02
RCP02738,Nihari,Pakistani,medium,2.9938449999999994,222.0,19.0,17.0,9.0,7.0,36.0,1063.0,3.6,2919.0,True,False,5.0,2.21
RCP02739,Karahi,Pakistani,medium,4.629176999999999,666.0,9.0,12.0,12.0,7.0,51.0,928.0,4.4,3666.0,True,False,5.0,6.86
RCP02740,Chapli Kabab,Pakistani,medium,6.335772,438.0,21.0,24.0,14.0,8.0,47.0,995.0,4.8,2159.0,False,False,4.0,22.21
RCP02741,Biryani,Pakistani,high,16.1437775,284.0,26.0,33.0,18.0,4.0,52.0,1150.0,4.8,4281.0,False,False,6.0,4.53
RCP02742,Palak Paneer,Pakistani,high,14.1097615,234.0,28.0,20.0,8.0,11.0,38.0,981.0,4.1,3051.0,False,True,6.0,21.43
RCP02743,Haleem,Pakistani,high,26.122435,665.0,34.0,26.0,4.0,9.0,53.0,238.0,3.8,4777.0,False,False,6.0,2.93
RCP02744,Pakistani Street Food Special 244,Pakistani,medium,7.0982725,312.0,13.0,24.0,4.0,11.0,41.0,1283.0,5.0,4398.0,True,False,3.0,13.84
RCP02745,Pakistani Street Food Special 245,Pakistani,medium,4.083988999999999,581.0,28.0,23.0,15.0,4.0,68.0,457.0,3.9,823.0,False,False,5.0,20.1
RCP02746,Chicken Tikka,Pakistani,high,20.087063000000004,526.0,27.0,34.0,12.0,2.0,37.0,723.0,4.2,2104.0,False,False,5.0,21.86
RCP02747,Pakistani Street Food Special 247,Pakistani,high,23.985982999999997,358.0,40.0,30.0,18.0,7.0,60.0,511.0,4.4,4256.0,False,False,2.0,17.9
RCP02748,Paya,Pakistani,high,43.10223599999999,466.0,49.0,26.0,2.0,10.0,78.0,830.0,3.8,3493.0,False,False,6.0,6.78
RCP02749,Korma,Pakistani,medium,2.29559,210.0,5.0,23.0,4.0,6.0,45.0,679.0,3.6,3505.0,True,True,3.0,18.58
RCP02750,Sajji,Pakistani,high,14.481847499999999,706.0,16.0,20.0,8.0,2.0,67.0,1459.0,4.7,932.0,True,True,5.0,19.3
RCP02751,Palak Paneer,Pakistani,high,59.12304,360.0,38.0,39.0,2.0,2.0,44.0,1143.0,3.9,3765.0,False,False,4.0,5.16
RCP02752,Pakistani Street Food Special 252,Pakistani,high,17.843899999999994,561.0,23.0,29.0,7.0,6.0,31.0,487.0,4.3,4706.0,False,False,5.0,23.75
RCP02753,Haleem,Pakistani,high,21.0288,576.0,32.0,36.0,19.0,9.0,58.0,404.0,3.7,201.0,False,False,2.0,2.88
RCP02754,Nihari,Pakistani,medium,2.0910905,312.0,5.0,22.0,13.0,4.0,59.0,1217.0,4.1,220.0,True,True,6.0,11.4
RCP02755,Haleem,Pakistani,high,23.982505,582.0,47.0,38.0,13.0,2.0,75.0,1010.0,4.9,2797.0,False,False,6.0,15.65
RCP02756,Paya,Pakistani,medium,4.422735,583.0,5.0,26.0,19.0,8.0,77.0,603.0,4.7,3062.0,True,False,5.0,12.14
RCP02757,Paya,Pakistani,high,9.47702,633.0,44.0,33.0,15.0,14.0,53.0,1323.0,4.0,3523.0,False,False,6.0,7.52
RCP02758,Lahori Chargha,Pakistani,high,60.83182599999999,462.0,34.0,22.0,18.0,14.0,63.0,631.0,4.2,1793.0,False,False,7.0,7.12
RCP02759,Aloo Gosht,Pakistani,medium,3.1858735,274.0,12.0,22.0,18.0,6.0,41.0,371.0,3.9,279.0,True,False,6.0,2.77
RCP02760,Lahori Chargha,Pakistani,medium,4.911235,636.0,28.0,21.0,5.0,4.0,70.0,296.0,4.7,710.0,False,False,5.0,7.62
RCP02761,Sajji,Pakistani,high,38.40551550000001,681.0,28.0,21.0,10.0,6.0,36.0,246.0,4.4,4704.0,False,False,5.0,12.31
RCP02762,Pakistani Street Food Special 262,Pakistani,high,14.19254,632.0,49.0,20.0,13.0,13.0,47.0,572.0,4.0,135.0,False,False,2.0,3.56
RCP02763,Seekh Kabab,Pakistani,high,13.596671000000002,786.0,17.0,23.0,12.0,3.0,69.0,757.0,3.7,1961.0,True,False,7.0,7.78
RCP02764,Dal Makhani,Pakistani,low,1.7079599999999997,529.0,7.0,13.0,12.0,13.0,50.0,346.0,3.7,2294.0,True,False,5.0,24.04
RCP02765,Chicken Tikka,Pakistani,medium,3.9191499999999997,559.0,13.0,29.0,12.0,13.0,47.0,424.0,3.9,1043.0,True,True,7.0,21.24
RCP02766,Pakistani Street Food Special 266,Pakistani,medium,5.56161,708.0,49.0,20.0,17.0,7.0,68.0,360.0,4.0,3107.0,False,False,5.0,10.57
RCP02767,Pakistani Street Food Special 267,Pakistani,low,0.49437999999999993,419.0,13.0,16.0,9.0,3.0,79.0,397.0,4.3,2472.0,True,False,3.0,3.88
RCP02768,Seekh Kabab,Pakistani,high,25.835207,324.0,31.0,23.0,14.0,5.0,39.0,1357.0,4.6,4602.0,False,False,4.0,14.12
RCP02769,Aloo Gosht,Pakistani,medium,6.43675,618.0,33.0,33.0,14.0,2.0,49.0,474.0,4.7,3596.0,False,False,7.0,12.03
RCP02770,Chicken Tikka,Pakistani,medium,3.8586275,532.0,34.0,18.0,15.0,2.0,41.0,1452.0,4.9,4054.0,False,False,4.0,7.9
RCP02771,Pakistani Street Food Special 271,Pakistani,high,48.015820500000004,559.0,30.0,38.0,7.0,9.0,39.0,450.0,4.9,4262.0,False,False,5.0,12.54
RCP02772,Pakistani Street Food Special 272,Pakistani,high,38.10593,479.0,48.0,34.0,13.0,5.0,73.0,1465.0,4.7,3691.0,False,False,2.0,16.47
RCP02773,Pakistani Street Food Special 273,Pakistani,medium,7.26929,448.0,46.0,36.0,13.0,2.0,38.0,454.0,4.9,722.0,False,False,7.0,23.4
RCP02774,Biryani,Pakistani,high,9.00557,172.0,34.0,36.0,15.0,9.0,44.0,559.0,4.0,3908.0,False,False,7.0,12.54
RCP02775,Pakistani Street Food Special 275,Pakistani,medium,3.49364,207.0,6.0,11.0,15.0,14.0,71.0,1474.0,4.5,762.0,True,False,2.0,20.27
RCP02776,Pakistani Street Food Special 276,Pakistani,high,15.625326,239.0,33.0,36.0,15.0,5.0,43.0,1297.0,3.6,2957.0,False,False,2.0,12.19
RCP02777,Pakistani Street Food Special 277,Pakistani,high,56.318419999999996,169.0,49.0,27.0,2.0,14.0,39.0,759.0,3.8,2307.0,False,False,4.0,18.75
RCP02778,Dal Makhani,Pakistani,high,59.2605,529.0,48.0,18.0,16.0,11.0,68.0,856.0,4.8,3055.0,False,False,6.0,14.56
RCP02779,Pakistani Street Food Special 279,Pakistani,high,8.7899185,379.0,18.0,26.0,17.0,8.0,50.0,1149.0,4.6,4491.0,True,False,2.0,8.45
RCP02780,Karahi,Pakistani,high,21.676567,474.0,39.0,17.0,3.0,5.0,62.0,274.0,5.0,4735.0,False,False,5.0,23.99
RCP02781,Pakistani Street Food Special 281,Pakistani,high,8.16,794.0,38.0,18.0,15.0,13.0,74.0,385.0,5.0,2618.0,False,False,5.0,18.24
RCP02782,Lahori Chargha,Pakistani,high,28.23339,453.0,28.0,33.0,16.0,5.0,64.0,454.0,4.1,1609.0,False,False,5.0,11.63
RCP02783,Haleem,Pakistani,low,0.9621599999999999,250.0,14.0,21.0,17.0,13.0,53.0,541.0,3.6,2124.0,True,False,3.0,7.0
RCP02784,Korma,Pakistani,high,8.1114975,474.0,44.0,30.0,16.0,8.0,37.0,352.0,3.8,163.0,False,True,3.0,8.45
RCP02785,Pakistani Street Food Special 285,Pakistani,high,13.813638000000001,582.0,47.0,37.0,11.0,14.0,62.0,1279.0,4.7,4703.0,False,False,3.0,11.7
RCP02786,Korma,Pakistani,high,36.32782000000001,471.0,45.0,17.0,16.0,2.0,69.0,1410.0,4.6,2434.0,False,False,3.0,11.09
RCP02787,Pakistani Street Food Special 287,Pakistani,high,21.655462999999997,192.0,48.0,34.0,7.0,2.0,38.0,389.0,4.7,981.0,False,False,4.0,12.18
RCP02788,Aloo Gosht,Pakistani,medium,7.881977999999999,764.0,47.0,35.0,6.0,13.0,36.0,675.0,4.9,3168.0,False,False,6.0,19.86
RCP02789,Biryani,Pakistani,high,14.3574565,545.0,18.0,13.0,5.0,4.0,73.0,1002.0,4.3,1419.0,True,False,3.0,21.63
RCP02790,Chicken Tikka,Pakistani,medium,5.313419999999999,252.0,35.0,31.0,6.0,11.0,69.0,808.0,4.1,4595.0,False,False,5.0,3.47
RCP02791,Chicken Tikka,Pakistani,high,11.419426500000002,548.0,18.0,29.0,19.0,12.0,76.0,1175.0,4.2,2235.0,True,False,7.0,8.75
RCP02792,Palak Paneer,Pakistani,low,1.18045,172.0,10.0,17.0,13.0,4.0,74.0,1069.0,3.7,1608.0,True,False,2.0,5.46
RCP02793,Lahori Chargha,Pakistani,high,13.878474999999998,574.0,34.0,27.0,3.0,13.0,60.0,237.0,3.7,2656.0,False,False,2.0,5.61
RCP02794,Pakistani Street Food Special 294,Pakistani,medium,5.937894999999999,193.0,47.0,24.0,14.0,7.0,64.0,342.0,3.8,598.0,False,False,6.0,18.07
RCP02795,Pakistani Street Food Special 295,Pakistani,high,46.49726300000001,331.0,48.0,39.0,17.0,12.0,42.0,576.0,4.7,1955.0,False,False,7.0,17.54
RCP02796,Haleem,Pakistani,medium,7.217350000000001,536.0,29.0,34.0,18.0,2.0,77.0,210.0,4.5,2000.0,False,False,6.0,14.79
RCP02797,Sindhi Biryani,Pakistani,high,15.488484000000001,432.0,31.0,32.0,16.0,10.0,32.0,1443.0,4.7,3413.0,False,False,3.0,22.25
RCP02798,Chicken Tikka,Pakistani,high,14.599590000000001,183.0,21.0,35.0,14.0,6.0,60.0,1407.0,3.7,517.0,False,False,2.0,10.29
RCP02799,Pakistani Street Food Special 299,Pakistani,high,14.805687,487.0,49.0,23.0,7.0,3.0,61.0,722.0,4.3,270.0,False,False,5.0,16.4
RCP02800,Pakistani Street Food Special 300,Pakistani,high,24.479006000000002,772.0,37.0,31.0,4.0,2.0,74.0,931.0,3.9,1979.0,False,True,4.0,22.58
RCP02801,Karahi,Pakistani,medium,3.4332949999999993,566.0,21.0,31.0,18.0,3.0,61.0,1397.0,3.8,1458.0,False,False,3.0,19.01
RCP02802,Nihari,Pakistani,low,0.8605749999999998,382.0,13.0,16.0,12.0,2.0,31.0,454.0,4.6,1148.0,True,False,3.0,20.52
RCP02803,Pakistani Street Food Special 303,Pakistani,high,27.517760000000003,782.0,41.0,28.0,8.0,8.0,35.0,1434.0,4.4,78.0,False,False,3.0,7.73
RCP02804,Pakistani Street Food Special 304,Pakistani,high,59.46411,368.0,32.0,18.0,18.0,5.0,63.0,960.0,3.9,4326.0,False,False,4.0,8.32
RCP02805,Pakistani Street Food Special 305,Pakistani,high,8.88526,191.0,26.0,20.0,8.0,5.0,64.0,1245.0,5.0,1981.0,False,True,4.0,18.78
RCP02806,Biryani,Pakistani,high,18.511281999999998,398.0,20.0,35.0,16.0,3.0,62.0,789.0,4.3,4433.0,False,False,2.0,2.6
RCP02807,Pakistani Street Food Special 307,Pakistani,high,36.87222399999999,620.0,24.0,26.0,18.0,5.0,51.0,209.0,4.1,2039.0,False,False,6.0,13.96
RCP02808,Aloo Gosht,Pakistani,high,11.409285,273.0,48.0,37.0,15.0,4.0,52.0,246.0,4.7,3987.0,False,False,6.0,16.4
RCP02809,Pakistani Street Food Special 309,Pakistani,high,8.006499999999999,341.0,15.0,21.0,11.0,5.0,77.0,938.0,4.4,2609.0,True,True,4.0,8.3
RCP02810,Seekh Kabab,Pakistani,high,13.324934499999998,545.0,17.0,20.0,10.0,6.0,38.0,778.0,3.8,1325.0,True,False,5.0,22.98
RCP02811,Pakistani Street Food Special 311,Pakistani,low,1.9664,724.0,10.0,24.0,12.0,2.0,69.0,622.0,3.8,996.0,True,False,2.0,9.88
RCP02812,Biryani,Pakistani,high,14.114122,683.0,49.0,22.0,10.0,9.0,75.0,1253.0,4.9,3056.0,False,False,6.0,8.71
RCP02813,Korma,Pakistani,high,10.7356055,686.0,30.0,19.0,17.0,5.0,66.0,523.0,4.9,4268.0,False,False,6.0,19.75
RCP02814,Nihari,Pakistani,high,45.42858,671.0,31.0,36.0,7.0,5.0,40.0,1174.0,3.6,4323.0,False,False,3.0,8.07
RCP02815,Chicken Tikka,Pakistani,high,10.609990999999999,329.0,6.0,24.0,5.0,12.0,34.0,1312.0,4.6,516.0,True,False,3.0,20.45
RCP02816,Palak Paneer,Pakistani,high,9.9438655,181.0,11.0,12.0,15.0,5.0,31.0,447.0,4.1,3372.0,True,False,2.0,19.43
RCP02817,Seekh Kabab,Pakistani,medium,3.2748399999999993,707.0,23.0,32.0,5.0,14.0,61.0,227.0,4.5,4141.0,False,False,4.0,10.8
RCP02818,Pakistani Street Food Special 318,Pakistani,medium,7.448388500000001,606.0,18.0,28.0,11.0,12.0,71.0,641.0,3.5,2356.0,True,False,7.0,9.62
RCP02819,Pakistani Street Food Special 319,Pakistani,medium,7.183579999999998,530.0,31.0,35.0,8.0,7.0,33.0,1450.0,4.2,3012.0,False,False,4.0,22.86
RCP02820,Sindhi Biryani,Pakistani,high,10.543765000000002,338.0,39.0,19.0,8.0,3.0,76.0,1015.0,3.6,1903.0,False,False,7.0,10.58
RCP02821,Dal Makhani,Pakistani,high,21.554246,153.0,31.0,37.0,16.0,11.0,50.0,464.0,4.1,2166.0,False,False,6.0,19.17
RCP02822,Haleem,Pakistani,medium,3.5758265,415.0,11.0,13.0,9.0,4.0,70.0,931.0,4.3,2468.0,True,False,4.0,22.68
RCP02823,Chapli Kabab,Pakistani,high,8.866482,797.0,43.0,36.0,10.0,10.0,75.0,651.0,3.7,2245.0,False,False,7.0,13.56
RCP02824,Chapli Kabab,Pakistani,medium,2.50199,485.0,7.0,21.0,3.0,5.0,42.0,989.0,4.9,2886.0,True,False,7.0,23.9
RCP02825,Haleem,Pakistani,medium,6.745968999999999,578.0,5.0,19.0,17.0,8.0,48.0,606.0,4.4,3090.0,True,False,5.0,18.08
RCP02826,Palak Paneer,Pakistani,low,1.123115,732.0,17.0,29.0,13.0,12.0,36.0,670.0,3.7,3820.0,True,True,5.0,7.89
RCP02827,Pakistani Street Food Special 327,Pakistani,high,53.889019999999995,795.0,25.0,31.0,2.0,6.0,55.0,1184.0,3.9,4996.0,False,False,4.0,23.58
RCP02828,Pakistani Street Food Special 328,Pakistani,high,9.47934,500.0,37.0,38.0,12.0,8.0,46.0,286.0,3.9,2741.0,False,False,3.0,5.36
RCP02829,Pakistani Street Food Special 329,Pakistani,medium,5.518902,588.0,32.0,33.0,10.0,8.0,56.0,1270.0,4.8,1712.0,False,False,6.0,11.51
RCP02830,Pakistani Street Food Special 330,Pakistani,high,42.32392500000001,325.0,38.0,17.0,4.0,2.0,62.0,459.0,4.5,3717.0,False,False,2.0,19.92
RCP02831,Paya,Pakistani,medium,2.0355499999999997,794.0,35.0,22.0,8.0,13.0,75.0,925.0,4.4,2916.0,False,False,2.0,21.4
RCP02832,Palak Paneer,Pakistani,high,9.277071999999999,533.0,49.0,28.0,8.0,2.0,67.0,432.0,4.5,397.0,False,False,4.0,22.14
RCP02833,Dal Makhani,Pakistani,low,0.9144199999999999,533.0,17.0,25.0,16.0,11.0,36.0,1237.0,3.7,1113.0,True,False,5.0,2.41
RCP02834,Pakistani Street Food Special 334,Pakistani,low,1.5023699999999998,669.0,39.0,36.0,19.0,13.0,69.0,573.0,4.6,4526.0,False,False,7.0,20.63
RCP02835,Haleem,Pakistani,high,24.65015,521.0,26.0,19.0,16.0,11.0,51.0,1068.0,3.8,3874.0,False,False,7.0,12.61
RCP02836,Aloo Gosht,Pakistani,high,32.922152,514.0,47.0,24.0,12.0,6.0,75.0,785.0,4.5,2672.0,False,False,7.0,17.41
RCP02837,Palak Paneer,Pakistani,medium,6.388183000000001,759.0,8.0,17.0,19.0,8.0,31.0,430.0,4.2,4339.0,True,False,4.0,23.83
RCP02838,Palak Paneer,Pakistani,medium,4.256804499999999,236.0,9.0,15.0,10.0,12.0,43.0,1251.0,3.5,25.0,True,False,3.0,23.15
RCP02839,Chicken Tikka,Pakistani,high,24.368143000000003,792.0,23.0,24.0,14.0,8.0,44.0,319.0,4.3,508.0,False,False,4.0,11.56
RCP02840,Pakistani Street Food Special 340,Pakistani,low,1.5882429999999998,312.0,16.0,25.0,7.0,12.0,54.0,644.0,4.1,2857.0,True,False,2.0,10.65
RCP02841,Sindhi Biryani,Pakistani,high,30.654590000000002,215.0,37.0,16.0,10.0,4.0,67.0,226.0,4.6,3097.0,False,False,6.0,10.14
RCP02842,Pakistani Street Food Special 342,Pakistani,high,21.637195,619.0,49.0,16.0,12.0,11.0,76.0,1360.0,4.3,1810.0,False,False,3.0,17.04
RCP02843,Seekh Kabab,Pakistani,low,0.6229099999999996,757.0,22.0,17.0,16.0,7.0,68.0,325.0,3.6,1497.0,False,False,7.0,21.29
RCP02844,Sindhi Biryani,Pakistani,medium,6.781682,387.0,5.0,15.0,17.0,2.0,64.0,764.0,5.0,4574.0,True,False,4.0,3.07
RCP02845,Biryani,Pakistani,high,20.851853000000006,350.0,14.0,22.0,16.0,14.0,76.0,582.0,3.6,3308.0,True,False,7.0,23.41
RCP02846,Pakistani Street Food Special 346,Pakistani,high,12.758880999999999,354.0,23.0,28.0,12.0,3.0,67.0,751.0,4.9,711.0,False,True,4.0,7.16
RCP02847,Seekh Kabab,Pakistani,high,31.401645000000002,632.0,30.0,21.0,6.0,9.0,57.0,328.0,4.1,2644.0,False,False,6.0,12.83
RCP02848,Pakistani Street Food Special 348,Pakistani,high,13.525775000000001,482.0,44.0,31.0,8.0,11.0,37.0,1137.0,3.6,2886.0,False,False,5.0,16.22
RCP02849,Pakistani Street Food Special 349,Pakistani,medium,5.03195,315.0,48.0,31.0,10.0,3.0,79.0,1464.0,3.9,3769.0,False,False,4.0,16.67
RCP02850,Chicken Tikka,Pakistani,medium,2.73324,417.0,8.0,18.0,10.0,3.0,66.0,408.0,4.0,3278.0,True,False,7.0,18.15
RCP02851,Biryani,Pakistani,low,1.0802999999999998,202.0,17.0,29.0,13.0,7.0,78.0,1146.0,4.7,1057.0,True,False,3.0,23.88
RCP02852,Pakistani Street Food Special 352,Pakistani,medium,2.1986,327.0,6.0,25.0,5.0,9.0,53.0,309.0,4.2,548.0,True,False,5.0,24.1
RCP02853,Sindhi Biryani,Pakistani,medium,2.3127069999999996,410.0,12.0,26.0,18.0,11.0,38.0,1413.0,4.7,1527.0,True,False,6.0,21.72
RCP02854,Korma,Pakistani,medium,6.115688999999999,721.0,44.0,37.0,3.0,8.0,59.0,1225.0,4.8,1684.0,False,False,3.0,2.9
RCP02855,Aloo Gosht,Pakistani,high,17.0638585,234.0,46.0,39.0,8.0,4.0,54.0,359.0,4.6,4289.0,False,False,7.0,17.55
RCP02856,Karahi,Pakistani,high,25.817909999999998,413.0,40.0,37.0,7.0,13.0,48.0,1499.0,3.8,4908.0,False,False,2.0,15.14
RCP02857,Pakistani Street Food Special 357,Pakistani,medium,6.9319500000000005,595.0,22.0,18.0,3.0,9.0,79.0,1104.0,3.9,1489.0,False,False,3.0,21.15
RCP02858,Karahi,Pakistani,high,16.98927,637.0,29.0,20.0,14.0,4.0,31.0,718.0,4.1,3977.0,False,False,5.0,4.0
RCP02859,Pakistani Street Food Special 359,Pakistani,high,10.086839500000002,333.0,31.0,31.0,6.0,6.0,74.0,1159.0,4.8,648.0,False,False,7.0,16.09
RCP02860,Dal Makhani,Pakistani,high,14.74756,788.0,29.0,31.0,8.0,2.0,48.0,552.0,4.7,1902.0,False,False,7.0,24.5
RCP02861,Karahi,Pakistani,medium,5.313875,761.0,35.0,31.0,19.0,3.0,40.0,660.0,3.8,4690.0,False,False,6.0,23.22
RCP02862,Karahi,Pakistani,medium,5.58257,528.0,12.0,19.0,7.0,12.0,47.0,1121.0,3.6,3302.0,True,False,4.0,11.69
RCP02863,Pakistani Street Food Special 363,Pakistani,medium,3.68448,539.0,47.0,33.0,11.0,13.0,42.0,1308.0,4.5,4076.0,False,False,4.0,11.32
RCP02864,Dal Makhani,Pakistani,high,32.09114,587.0,21.0,37.0,5.0,10.0,49.0,746.0,4.6,3633.0,False,False,3.0,20.65
RCP02865,Korma,Pakistani,medium,4.9052999999999995,375.0,11.0,17.0,14.0,5.0,38.0,974.0,4.4,4432.0,True,False,7.0,5.51
RCP02866,Korma,Pakistani,high,11.706805,427.0,25.0,23.0,14.0,7.0,55.0,238.0,4.0,1661.0,False,False,4.0,21.48
RCP02867,Nihari,Pakistani,high,60.671189999999996,685.0,21.0,23.0,7.0,6.0,77.0,1342.0,4.1,4704.0,False,False,6.0,8.61
RCP02868,Dal Makhani,Pakistani,high,60.02898,242.0,28.0,19.0,12.0,7.0,56.0,759.0,3.8,3231.0,False,False,3.0,12.4
RCP02869,Seekh Kabab,Pakistani,high,8.434944999999999,411.0,18.0,27.0,5.0,5.0,31.0,1284.0,4.1,2819.0,True,False,2.0,4.51
RCP02870,Pakistani Street Food Special 370,Pakistani,medium,5.108566499999999,383.0,6.0,24.0,16.0,8.0,30.0,1339.0,4.8,387.0,True,False,7.0,8.2
RCP02871,Dal Makhani,Pakistani,low,0.3664954999999996,761.0,11.0,11.0,2.0,11.0,38.0,212.0,4.6,4633.0,True,False,7.0,14.14
RCP02872,Palak Paneer,Pakistani,medium,2.8397699999999997,447.0,36.0,22.0,9.0,6.0,65.0,944.0,4.5,3458.0,False,False,2.0,17.44
RCP02873,Chapli Kabab,Pakistani,high,15.131364999999999,794.0,30.0,27.0,4.0,14.0,43.0,1412.0,4.6,1202.0,False,False,7.0,16.53
RCP02874,Sindhi Biryani,Pakistani,medium,2.726006,426.0,17.0,10.0,5.0,8.0,59.0,1494.0,4.9,2029.0,True,False,6.0,24.02
RCP02875,Pakistani Street Food Special 375,Pakistani,medium,5.271819000000001,402.0,22.0,18.0,17.0,13.0,40.0,1040.0,4.2,4078.0,False,False,5.0,17.45
RCP02876,Karahi,Pakistani,high,18.98463,493.0,42.0,28.0,16.0,3.0,75.0,443.0,3.7,4474.0,False,False,6.0,4.31
RCP02877,Seekh Kabab,Pakistani,high,16.437526000000005,427.0,21.0,25.0,3.0,10.0,68.0,345.0,5.0,1853.0,False,False,6.0,14.87
RCP02878,Sajji,Pakistani,low,1.62123,321.0,15.0,22.0,17.0,6.0,41.0,538.0,4.6,549.0,True,False,4.0,19.32
RCP02879,Nihari,Pakistani,medium,3.1929064999999994,461.0,23.0,32.0,18.0,4.0,69.0,563.0,4.2,2163.0,False,False,5.0,3.39
RCP02880,Haleem,Pakistani,medium,2.5639499999999993,515.0,6.0,16.0,18.0,13.0,59.0,784.0,4.2,560.0,True,False,5.0,23.39
RCP02881,Sajji,Pakistani,high,29.871000000000002,503.0,36.0,19.0,5.0,2.0,55.0,1111.0,3.5,4577.0,False,False,2.0,6.17
